iter	Logloss
701	0.2277143642
702	0.2275917082
703	0.2274046126
704	0.2272694775
705	0.2271357586
706	0.2269530809
707	0.2266590189
708	0.2265127634
709	0.2263291028
710	0.2260597681
711	0.2257938396
712	0.2257438873
713	0.225641598
714	0.225509963
715	0.2252338908
716	0.2249394566
717	0.2246640888
718	0.2245375988
719	0.224300449
720	0.2240150652
721	0.2239228325
722	0.2237563013
723	0.2234930325
724	0.2232220858
725	0.2230478306
726	0.2228728194
727	0.729	0.2254321392
730	0.2253052534
731	0.2251391938
732	0.225034412
733	0.2247876393
734	0.2247223044
735	0.224442011
736	0.2244015855
737	0.224218573
738	0.2240061386
739	0.2237937795
740	0.2235795618
741	0.2234877099
742	0.2233369104
743	0.2231154635
744	0.2229888354
745	0.222833463
746	0.2227065145
747	0.2226003116
748	0.2225042203
749	0.2223654146
750	0.2223274374
751	0.2222324541
752	0.2220835161
753	0.2219005769
754	0.2217529386
755	0.2215306322
756	0.2211607591
757	0.2209371936
758	0.2208848727
759	0.2207359651
760	0.220612256
761	0.2204368354
762	0.2200717881
763	0.2198887677
764	0.2198451405
765	0.2197460807
766	0.2196734198
767	0.2195681109
768	0.2192153992
769	0.2190478826
770	0.2188404643
771	0.2187465534
772	0.2186759728
773	0.2186053923
774	0.2184038323
775	0.2182659615
776	0.2180562638
777	0.2179721865
778	0.217821615
779	0.2177181606
780	0.2176340389
781	0.2175705024
782	0.2174506313
783	0.2170131103
784	0.2167442247
785	0.2166057642
786	0.2164586375
787	0.2162418185
788	0.2160812245
789	0.215874767
790	0.2156960856
791	0.2154313327
792	0.2153272268
793	0.2151778779
794	0.2148914544
795	0.2145116123
796	0.2143225897
797	0.2141343379
798	0.2139631159
799	0.2137347395
800	0.213552509
801	0.2133822897
802	0.2132617482
803	0.2130973446
804	0.2129891336
805	0.2129308984
806	0.2127445214
807	0.2125908524
808	0.2123877943
809	0.2123292907
810	0.2122239931
811	0.2119457665
812	0.2118253628
813	0.2115792234
814	0.2113990649
815	0.2112135248
816	0.2110887884
817	0.2110012075
818	0.2108523923
819	0.2105722528
820	0.2102832584
821	0.2101291662
822	0.2099086794
823	0.209690145
824	0.2095825448
825	0.2094974445
826	0.2093078567
827	0.2090313604
828	0.2088240435
829	0.2085634075
830	0.2084786386
831	0.2082616239
832	0.2081769448
833	0.2080231054
834	0.2079212879
835	0.2078456387
836	0.207649813
837	0.20750483
838	0.2073050208
839	0.2072537613
840	0.2071131197
841	0.206978595
842	0.2068108837
843	0.2066741392
844	0.2064634282
845	0.2063258808
846	0.2062168189
847	0.2061207049
848	0.2059647619
849	0.2057262121
850	0.2055867908
851	0.2054256321
852	0.2053221814
853	0.2051748512
854	0.2048820908
855	0.2047612025
856	0.2045734692
857	0.2043547766
858	0.2041499946
859	0.2039215344
860	0.2036591984
861	0.2034968621
862	0.2033266546
863	0.2030411051
864	0.2028595388
865	0.2026392754
866	0.2023907832
867	0.2023494528
868	0.2021010894
869	0.2019711192
870	0.20185446
871	0.20176915
872	0.2013337244
873	0.2010994782
874	0.2009982218
875	0.2007273116
876	0.2005415426
877	0.200390769
878	0.2001670092
879	0.1999445542
880	0.1997150886
881	0.199585416
882	0.1993534839
883	0.1992042268
884	0.1989863677
885	0.1989071942
886	0.1988081848
887	0.1985148538
888	0.1983379691
889	0.1982547144
890	0.1981048351
891	0.1979460415
892	0.1978454688
893	0.1976925762
894	0.1975889675
895	0.1974840018
896	0.1974481378
897	0.1972842186
898	0.1970548917
899	0.196787694
900	0.196597989
901	0.1961861063
902	0.1960839329
903	0.1959583286
904	0.1958464571
905	0.1957327864
906	0.1956528924
907	0.1955116946
908	0.1954305768
909	0.1952209527
910	0.1951071139
911	0.1949861052
912	0.1946973196
913	0.1945550395
914	0.1944053939
915	0.1943209322
916	0.1941536941
917	0.1939757813
918	0.1938212429
919	0.1936121074
920	0.193391607
921	0.1931604114
922	0.1930074995
923	0.1927828909
924	0.1926278541
925	0.1924400176
926	0.1923077744
927	0.1920999976
928	0.1919776764
929	0.1918761265
930	0.1916176554
931	0.1913866743
932	0.191293743
933	0.191051047
934	0.1909092641
935	0.1908463487
936	0.1905617815
937	0.1904298843
938	0.1902961382
939	0.1899897558
940	0.1898332911
941	0.1896473598
942	0.1894599903
943	0.1892984794
944	0.1891803375
945	0.1889895999
946	0.1888173064
947	0.1887812825
948	0.1885254691
949	0.1884410838
950	0.1883069392
951	0.1881322309
952	0.1879872677
953	0.187883178
954	0.1877608841
955	0.1876017264
956	0.1874367874
957	0.1873160668
958	0.1869828674
959	0.1868422004
960	0.18658876
961	0.1865185962
962	0.1863692497
963	0.1862634432
964	0.18618046
965	0.1861195106
966	0.1860122008
967	0.185887979
968	0.1857177677
969	0.1854590372
970	0.185361102
971	0.1851531046
972	0.1849611963
973	0.1849129266
974	0.1847410254
975	0.1846228878
976	0.184213549
977	0.1841074084
978	0.183956289
979	0.1837697469
980	0.1835761525
981	0.1833805235
982	0.1832256732
983	0.1831203445
984	0.1829236515
985	0.1828395999
986	0.1827954917
987	0.1827174016
988	0.1825868429
989	0.1823791841
990	0.1822875607
991	0.1822510199
992	0.1820721724
993	0.1820098623
994	0.1819465076
995	0.1818285992
996	0.1815955469
997	0.1814388624
998	0.1813717386
999	0.1811833393
22
999	0.1788190067
351
0.1748958815
